,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度,周邊機能-機場,周邊機能-銀行,周邊機能-便利商店,周邊機能-醫院,周邊機能-公園,周邊機能-停車場,周邊機能-國小,周邊機能-國中,周邊機能-捷運,周邊機能-殯儀館
44,臺北市松山區撫遠街389巷1~30號,27.75,4.0,4,35,77.6,2,2,1,0,13500000,173969,RPXOMLKLJIOFFDA18CA,1,1,0,108,535289.2307692308,85.38461538461539,238.76923076923075,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0650493,121.5659252,0,1,5,0,5,3,3,0,0,0
45,臺北市松山區南京東路四段133巷9弄1~30號,37.75,4.0,4,35,95.25,3,2,1,0,20500000,215223,RPQNMLSLJIOFFDA18CA,1,1,0,108,662224.6153846154,116.15384615384615,293.0769230769231,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0529998,121.5552179,0,15,20,19,11,20,4,2,1,0
46,臺北市松山區撫遠街401巷1~30號,36.75,4.0,4,35,90.51,3,1,1,0,7500000,82864,RPPNMLOJKIOFFDA57CA,1,1,0,108,254966.15384615384,113.07692307692307,278.4923076923077,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0657974,121.5657683,0,1,3,0,4,2,1,0,0,0
47,臺北市松山區撫遠街249巷1~30號,37.27,4.0,4,39,158.38,0,0,0,0,21000000,132592,RPXOMLNJKIOFFDA38CA,1,1,0,108,407975.3846153846,114.67692307692309,487.3230769230769,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0605288,121.5674737,0,6,15,2,9,6,2,1,0,0
48,臺北市松山區民生東路五段151~180號,13.78,16.0,4,38,149.32,3,2,2,1,32180000,215510,RPPPMLTLJIOFFDA38CA,1,1,0,108,663107.6923076923,42.4,459.44615384615383,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.059443,121.562046,0,9,19,3,11,6,7,1,0,0
49,臺北市松山區南京東路四段53巷7弄1~30號,37.65,7.0,4,45,180.56,4,2,3,1,40360000,223527,RPPOMLSLJIOFFDA18CA,1,1,0,108,687775.3846153846,115.84615384615384,555.5692307692308,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,25.0527614,121.5509971,0,20,20,15,11,20,3,0,1,0
50,臺北市松山區光復北路210巷1~30號,27.81,18.0,4,19,108.50999999999999,2,2,1,1,23800000,219314,RPQNMLOLJIOFFDA77CA,2,1,0,108,674812.3076923076,85.56923076923076,333.87692307692305,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.0553415,121.5554079,0,15,16,15,13,13,5,2,0,0
51,臺北市松山區八德路二段361~390號,3.37,12.0,4,41,34.36,1,1,1,0,7950000,231374,RPUNMLNJJHPFFDA87CA,6,1,0,108,711920.0,10.36923076923077,105.72307692307692,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25.0475411,121.5438319,0,20,20,9,8,20,3,2,1,0
52,臺北市松山區延壽街1~30號,0.0,13.0,4,22,85.32,3,2,2,1,8000000,93765,RPSNMLQJJHPFFDA97CA,0,1,0,108,288507.6923076923,0.0,262.52307692307687,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,25.056717,121.558977,0,6,13,13,10,6,4,1,0,0
53,臺北市松山區延壽街402巷4弄1~30號,28.2,5.0,4,35,95.59,4,3,2,0,17800000,186212,RPQNMLRLJIOFFDA18DA,1,1,0,108,572960.0,86.76923076923076,294.12307692307695,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,25.0555482,121.5571645,0,11,17,13,10,11,3,2,0,0
