,土地區段位置建物區段門牌,土地移轉總面積平方公尺,總樓層數,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,有無管理組織,總價元,單價元平方公尺,編號,交易筆棟數-土地,交易筆棟數-建物,交易筆棟數-車位,交易年份,單價元/坪,土地移轉總面積坪,建物移轉總面積坪,鄉鎮市區_中山區,鄉鎮市區_中正區,鄉鎮市區_信義區,鄉鎮市區_內湖區,鄉鎮市區_北投區,鄉鎮市區_南港區,鄉鎮市區_士林區,鄉鎮市區_大同區,鄉鎮市區_大安區,鄉鎮市區_文山區,鄉鎮市區_松山區,鄉鎮市區_萬華區,建物型態_住宅大樓(11層含以上有電梯),建物型態_公寓(5樓含以下無電梯),建物型態_套房(1房1廳1衛),建物型態_華廈(10層含以下有電梯),建物型態_透天厝,土地區段位置建物區段門牌經度,土地區段位置建物區段門牌緯度,周邊機能-機場,周邊機能-銀行,周邊機能-便利商店,周邊機能-醫院,周邊機能-公園,周邊機能-停車場,周邊機能-國小,周邊機能-國中,周邊機能-捷運,周邊機能-殯儀館
54,臺北市文山區興隆路一段31~60號,15.18,9.0,4,24,103.99000000000001,2,1,1,1,15000000,144245,RPVNMLLLJIOFFAA67CA,1,1,1,108,443830.7692307692,46.707692307692305,319.96923076923076,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25.0042041,121.540149,0,3,13,1,9,9,2,0,1,1
55,臺北市文山區木柵路二段109巷91~120號,121.26,3.0,4,34,224.23999999999998,5,3,3,1,25000000,111488,RPOOMLKLJIOFFAA96CA,2,1,0,108,343040.0,373.10769230769233,689.9692307692306,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,24.9915157,121.5639185,0,7,8,4,3,3,2,1,0,2
56,臺北市文山區指南路三段31~60號,33.23,10.0,4,14,229.03,2,2,2,1,19000000,82959,RPTNMLLLJIOFFAA47CA,1,1,2,108,255258.46153846153,102.24615384615383,704.7076923076922,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.9847226,121.5805707,0,0,6,0,6,4,1,1,0,0
57,臺北市文山區忠順街一段1~30號,20.67,14.0,4,2,167.59,3,2,2,1,27110000,206055,RPWNMLMLJIOFFAA87CA,1,1,1,106,634015.3846153846,63.6,515.6615384615385,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9834355,121.5549737,0,3,9,0,7,9,1,2,0,0
58,臺北市文山區忠順街一段1~30號,38.03,14.0,4,2,323.09000000000003,4,3,2,1,49880000,198006,RPOOMLMLJIOFFAA17CA,1,1,2,106,609249.2307692308,117.01538461538462,994.123076923077,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9834355,121.5549737,0,3,9,0,7,9,1,2,0,0
59,臺北市文山區忠順街一段1~30號,38.03,14.0,4,2,323.09000000000003,4,2,3,1,48500000,191563,RPPOMLMLJIOFFAA27CA,1,1,2,108,589424.6153846154,117.01538461538462,994.123076923077,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9834355,121.5549737,0,3,9,0,7,9,1,2,0,0
60,臺北市文山區萬安街56巷1~30號,48.0,7.0,4,38,82.35,2,1,1,1,10420000,126533,RPTNMLTKJIOFFAA18CA,3,1,0,108,389332.3076923077,147.69230769230768,253.38461538461536,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24.9996989,121.572701,0,0,6,1,7,6,1,0,2,1
61,臺北市文山區興隆路四段62巷1~30號,31.98,4.0,4,41,88.69,3,2,1,0,11200000,126283,RPUNMLTKJIOFFAA28CA,4,1,0,108,388563.07692307694,98.39999999999999,272.89230769230767,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9851024,121.5611703,0,5,18,6,11,8,3,0,0,1
62,臺北市文山區辛亥路六段21巷31~60號,82.14,22.0,4,22,217.47,4,2,2,1,25500000,117258,RPWNMLOKKHPFFAA08CA,8,1,1,108,360793.8461538461,252.73846153846154,669.1384615384615,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,24.9902151,121.5524932,0,0,5,0,2,4,2,0,0,1
63,臺北市文山區景福街121~150號,22.0,6.0,4,39,89.28,3,2,1,0,8880000,99462,RPTOMLLLJIOFFAA67DA,2,1,0,108,306036.92307692306,67.6923076923077,274.7076923076923,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,24.9968887,121.5362552,0,0,8,1,6,8,2,0,0,0
